"","food","kalescale","nd","protein","fiber","calcium","iron","magnesium","phosphorous","potassium","sodium","zinc","copper","manganese","selenium","vitc","thiamin","riboflavin","niacin","pantothenicacid","vitb6","folate","vitb12","vita","vite","vitd","vitk"
"2992","CRESS,GARDEN,RAW",101,17.6587470535832,0.1625,0.1375,0.253125,0.225694444444444,0.296875,0.2375,0.541071428571429,0.0182291666666667,0.0479166666666667,0.265625,0.8640625,0.0401785714285714,3.59375,0.166666666666667,0.477941176470588,0.15625,0.075625,0.3859375,0.625,0,4.323125,0.104166666666667,0,21.16796875
"3291","VINESPINACH,(BASELLA),RAW",101,17.6564716792698,0.189473684210526,NA,0.573684210526316,0.350877192982456,0.855263157894737,0.273684210526316,0.766917293233083,0.0526315789473684,0.150877192982456,0.281578947368421,1.93421052631579,0.0601503759398496,8.94736842105263,0.175438596491228,0.479876160990712,0.131578947368421,0.0278947368421053,0.631578947368421,1.84210526315789,0,8.42105263157895,NA,0,NA
"2868","BALSAM-PEAR (BITTER GOURD),LEAFY TIPS,CKD,BLD,DRND,WO/SALT",101,17.5902001988976,0.211764705882353,0.223529411764706,0.123529411764706,0.166666666666667,0.691176470588235,0.226470588235294,0.505882352941177,0.0159313725490196,0.0588235294117647,0.295588235294118,0.788235294117647,0.0378151260504202,2.72549019607843,0.288235294117647,0.487889273356401,0.146323529411765,0.0176470588235294,1.11764705882353,0.647058823529412,0,1.42117647058824,0.203081232492997,0,5.99632352941177
"3356","AMARANTH LEAVES,CKD,BLD,DRND,W/SALT",100,17.5081053759239,0.200952380952381,NA,0.995238095238095,0.597883597883598,0.654761904761905,0.342857142857143,0.872108843537415,0.509920634920635,0.279365079365079,0.376190476190476,2.05,0.0612244897959184,3.26190476190476,0.0634920634920635,0.375350140056022,0.133095238095238,0.0295238095238095,0.421428571428571,0.678571428571429,0,2.63809523809524,NA,0,NA
"4191","BEVERAGES,UNILEVER,SLIMFAST SHAKE MIX,HI PROT,PDR,3-2-1 PLAN",100,17.5077618129994,0.151467391304348,0.197826086956522,0.282336956521739,0.375,0.32133152173913,0.152989130434783,0.0583850931677019,0.0560461956521739,0.313224637681159,0.104483695652174,36.5625,0.262034161490683,0.470108695652174,0.271557971014493,0.104539641943734,0.522309782608696,0.417853260869565,0.313451086956522,0.261548913043478,0.365489130434783,0.15679347826087,0.67184265010352,0.260869565217391,0.000339673913043478
"2862","ASPARAGUS,CKD,BLD,DRND",100,17.4752545545498,0.218181818181818,0.363636363636364,0.104545454545455,0.22979797979798,0.159090909090909,0.245454545454545,0.290909090909091,0.0265151515151515,0.181818181818182,0.375,0.35,0.396103896103896,0.583333333333333,0.490909090909091,0.371657754010695,0.246363636363636,0.102272727272727,0.179545454545455,1.69318181818182,0,0.914545454545455,0.324675324675325,0,2.875
"3018","KALE,RAW",100,17.4691468003112,0.17469387755102,0.293877551020408,0.306122448979592,0.166666666666667,0.239795918367347,0.187755102040816,0.286297376093294,0.032312925170068,0.0761904761904762,1.52959183673469,0.672448979591837,0.0262390670553936,4.08163265306122,0.149659863945578,0.156062424969988,0.102040816326531,0.0185714285714286,0.276530612244898,0.719387755102041,0,4.07755102040816,0.149659863945578,0,17.9795918367347
"2861","ASPARAGUS,RAW",100,17.3839105829238,0.22,0.42,0.12,0.594444444444445,0.175,0.26,0.288571428571429,0.00416666666666667,0.18,0.4725,0.395,0.164285714285714,0.466666666666667,0.476666666666667,0.414705882352941,0.2445,0.137,0.2275,0.65,0,0.756,0.269047619047619,0,2.6
"3441","JUTE,POTHERB,CKD,BLD,DRND,W/SALT",99,17.3724661179428,0.198918918918919,0.216216216216216,0.57027027027027,0.471471471471471,0.418918918918919,0.194594594594595,0.424710424710425,0.278153153153153,0.142342342342342,0.344594594594595,0.166216216216216,0.0347490347490347,1.48648648648649,0.163963963963964,0.305246422893482,0.12027027027027,0.0194594594594595,0.77027027027027,0.702702702702703,0,2.8027027027027,0.00900900900900901,0,3.64864864864865
"7458","BEEF,NZ,IMP,LIVER,CKD,BLD",99,17.3017866348471,0.310666666666667,0,0.00266666666666667,0.265555555555556,0.035,0.264666666666667,0.064,0.0152777777777778,0.151111111111111,1.91,109.333333333333,0.154285714285714,0,0.167111111111111,1.1921568627451,0.46,0.653333333333333,0.150666666666667,NA,10.6666666666667,9.33946666666667,0.0406349206349206,0.00666666666666667,NA
"3035","LETTUCE,BUTTERHEAD (INCL BOSTON&BIBB TYPES),RAW",99,17.2561765827056,0.207692307692308,0.338461538461538,0.269230769230769,0.52991452991453,0.25,0.253846153846154,0.523076923076923,0.016025641025641,0.102564102564103,0.0615384615384615,0.688461538461538,0.0659340659340659,0.474358974358974,0.292307692307692,0.280542986425339,0.137307692307692,0.115384615384615,0.315384615384615,1.40384615384615,0,5.09538461538462,0.0659340659340659,0,9.83653846153846
"2866","ASPARAGUS,FRZ,CKD,BLD,DRND,WO/SALT",99,17.2485145013826,0.327777777777778,0.355555555555556,0.1,0.172839506172839,0.138888888888889,0.272222222222222,0.273015873015873,0.00694444444444444,0.151851851851852,0.291666666666667,0.388888888888889,0.309523809523809,2.25925925925926,0.240740740740741,0.336601307189542,0.288333333333333,0.0877777777777778,0.0555555555555556,1.875,0,0.895555555555555,0.317460317460317,0,5.55555555555556
"3251","TARO LEAVES,RAW",99,17.2404181753694,0.237142857142857,0.352380952380952,0.254761904761905,0.297619047619048,0.267857142857143,0.142857142857143,0.440816326530612,0.00297619047619048,0.0650793650793651,0.321428571428571,0.85,0.0306122448979592,2.06349206349206,0.331746031746032,0.638655462184874,0.180119047619048,0.02,0.173809523809524,0.75,0,2.29761904761905,0.229024943310658,0,3.23214285714286
"3361","ASPARAGUS,CND,NO SALT,SOL&LIQUIDS",98,17.2018668251659,0.24,0.266666666666667,0.1,0.222222222222222,0.15,0.253333333333333,0.327619047619048,0.0722222222222222,0.208888888888889,0.356666666666667,0.506666666666667,0.152380952380952,1.83333333333333,0.24,0.349019607843137,0.283666666666667,0.0826666666666667,0.326666666666667,1.41666666666667,0,1.03466666666667,0.0920634920634921,0,3.25
"3056","MUSTARD GRNS,FRZ,CKD,BLD,DRND,WO/SALT",98,17.162054625737,0.238947368421053,0.589473684210526,0.531578947368421,0.327485380116959,0.171052631578947,0.126315789473684,0.209022556390977,0.0548245614035088,0.0701754385964912,0.152631578947368,0.773684210526316,0.0451127819548872,1.21052631578947,0.140350877192982,0.164086687306502,0.0678947368421053,0.00842105263157895,0.284210526315789,0.921052631578947,0,7.44842105263158,0.338345864661654,0,22.046052631579
"3038","LETTUCE,GRN LEAF,RAW",98,17.1376256269074,0.181333333333333,0.346666666666667,0.24,0.318518518518519,0.216666666666667,0.193333333333333,0.36952380952381,0.0777777777777778,0.08,0.0966666666666667,0.833333333333333,0.0571428571428571,1.02222222222222,0.311111111111111,0.313725490196078,0.125,0.0893333333333333,0.3,0.633333333333333,0,9.87333333333333,0.0698412698412698,0,10.525
"2960","CHIVES,RAW",97,17.0071363553861,0.218,0.333333333333333,0.306666666666667,0.296296296296296,0.35,0.193333333333333,0.281904761904762,0.00416666666666667,0.124444444444444,0.261666666666667,0.621666666666667,0.0428571428571429,3.22777777777778,0.173333333333333,0.225490196078431,0.107833333333333,0.108,0.23,0.875,0,2.902,0.0333333333333333,0,8.8625
"3175","PUMPKIN LEAVES,CKD,BLD,DRND,WO/SALT",97,16.9998296725096,0.259047619047619,0.514285714285714,0.204761904761905,0.846560846560847,0.452380952380952,0.376190476190476,0.595918367346939,0.0158730158730159,0.0634920634920635,0.316666666666667,0.845238095238095,0.0612244897959184,0.0793650793650794,0.215873015873016,0.380952380952381,0.202380952380952,0.02,0.466666666666667,0.297619047619048,0,1.52380952380952,0.217687074829932,0,6.42857142857143
"8553","TURNIP GRNS,CND,NO SALT",97,16.9291561988184,0.143157894736842,0.273684210526316,0.621052631578947,0.441520467836257,0.263157894736842,0.110526315789474,0.21203007518797,0.0635964912280702,0.0807017543859649,0.218421052631579,0.692105263157895,0.0526315789473684,1.35964912280702,0.0350877192982456,0.185758513931889,0.0947368421052632,0.112631578947368,0.105263157894737,1.21052631578947,0,6.26736842105263,0.368421052631579,0,18.8815789473684
"3282","TURNIP GRNS,FRZ,CKD,BLD,DRND,WO/SALT",97,16.9050552857723,0.231034482758621,0.468965517241379,0.524137931034483,0.371647509578544,0.224137931034483,0.117241379310345,0.220689655172414,0.021551724137931,0.0942528735632184,0.258620689655172,0.818965517241379,0.0591133004926108,1.25287356321839,0.124137931034483,0.150101419878296,0.0806896551724138,0.0237931034482759,0.11551724137931,0.336206896551724,0,7.42413793103448,0.436781609195402,0,22.3663793103448
"3017","JUTE,POTHERB,CKD,BLD,DRND,WO/SALT",97,16.882859151675,0.198918918918919,0.216216216216216,0.57027027027027,0.471471471471471,0.418918918918919,0.194594594594595,0.424710424710425,0.0123873873873874,0.142342342342342,0.344594594594595,0.166216216216216,0.0347490347490347,1.48648648648649,0.163963963963964,0.305246422893482,0.12027027027027,0.0194594594594595,0.77027027027027,0.702702702702703,0,2.8027027027027,0.0900900900900901,0,3.64864864864865
"2863","ASPARAGUS,CND,REG PK,SOL&LIQUIDS",97,16.8604824748228,0.24,0.266666666666667,0.1,0.222222222222222,0.15,0.253333333333333,0.327619047619048,0.788888888888889,0.208888888888889,0.356666666666667,0.506666666666667,0.152380952380952,1.83333333333333,0.24,0.349019607843137,0.283666666666667,0.0826666666666667,0.326666666666667,1.41666666666667,0,0.701333333333333,0.368253968253968,0,NA
"3446","LAMBS QUARTERS,CKD,BLD,DRND,W/SALT",97,16.8585705508733,0.2,0.2625,0.80625,0.121527777777778,0.1796875,0.140625,0.257142857142857,0.345052083333333,0.0625,0.3078125,0.8203125,0.0401785714285714,1.92708333333333,0.208333333333333,0.477941176470588,0.140625,0.019375,0.271875,0.109375,0,4.885,NA,0,19.3046875
"243","CORIANDER LEAF,DRIED",96,16.7717907826364,0.157204301075269,0.14910394265233,0.446594982078853,0.845479888490641,0.621863799283154,0.172401433691756,0.457347670250896,0.0315113500597372,0.112783751493429,0.320071684587814,1.13888888888889,0.150025601638505,3.38530465949821,0.299163679808841,0.316255534471853,0.191881720430108,NA,0.109318996415771,0.245519713261649,0,0.419354838709677,0.0175797917733402,0,6.09094982078853
"3030","LAMBSQUARTERS,CKD,BLD,DRND,WO/SALT",96,16.7604883523172,0.2,0.2625,0.80625,0.121527777777778,0.1796875,0.140625,0.257142857142857,0.0377604166666667,0.0625,0.3078125,0.8203125,0.0401785714285714,1.92708333333333,0.208333333333333,0.477941176470588,0.140625,0.019375,0.271875,0.109375,0,4.885,0.275297619047619,0,19.3046875
"2993","CRESS,GARDEN,CKD,BLD,DRND,WO/SALT",96,16.7387946586127,0.165217391304348,0.121739130434783,0.265217391304348,0.193236714975845,0.282608695652174,0.208695652173913,0.438509316770186,0.0144927536231884,0.0434782608695652,0.247826086956522,0.808695652173913,0.0559006211180124,1.66666666666667,0.173913043478261,0.40920716112532,0.173913043478261,0.0708695652173913,0.341304347826087,0.402173913043478,0,4.04260869565217,0.10351966873706,0,20.8369565217391
"3453","MUSTARD SPINACH,(TENDERGREEN),CKD,BLD,DRND,W/SALT",95,16.6137081927689,0.2125,0.5,0.9875,0.277777777777778,0.109375,0.1125,0.508928571428571,0.651041666666667,0.0458333333333333,0.15625,0.84375,0.0535714285714286,6.77083333333333,0.170833333333333,0.227941176470588,0.134375,0.074375,0.303125,1.140625,0,10.25,NA,0,NA
"2854","AMARANTH LEAVES,CKD,BLD,DRND,WO/SALT",94,16.4995727933741,0.200952380952381,NA,0.995238095238095,0.597883597883598,0.654761904761905,0.342857142857143,0.872108843537415,0.0416666666666667,0.279365079365079,0.376190476190476,2.05,0.0612244897959184,3.26190476190476,0.0634920634920635,0.375350140056022,0.133095238095238,0.0295238095238095,0.421428571428571,0.678571428571429,0,2.63809523809524,NA,0,NA
"3053","MUSTARD GREENS,RAW",94,16.4844255622049,0.211851851851852,0.474074074074074,0.425925925925926,0.337448559670782,0.296296296296296,0.214814814814815,0.406349206349206,0.0308641975308642,0.0617283950617284,0.305555555555556,NA,0.0476190476190476,4.32098765432099,0.197530864197531,0.239651416122004,0.148148148148148,0.0777777777777778,0.333333333333333,0.111111111111111,0,2.24,0.354497354497354,0,11.9212962962963
"3355","CHRYSANTHEMUM LEAVES,RAW",94,16.4632237197881,0.28,0.5,0.4875,0.532407407407407,0.333333333333333,0.225,0.675,0.204861111111111,0.197222222222222,0.285416666666667,1.96458333333333,0.0178571428571429,0.0972222222222222,0.361111111111111,0.352941176470588,0.110625,0.0920833333333333,0.366666666666667,1.84375,0,1.55833333333333,NA,0,NA
"2867","BALSAM-PEAR (BITTER GOURD),LEAFY TIPS,RAW",94,16.4500291707103,0.353333333333333,NA,0.28,0.377777777777778,0.708333333333333,0.33,0.579047619047619,0.0152777777777778,0.0666666666666667,0.335,0.893333333333333,0.0428571428571429,4.88888888888889,0.402222222222222,0.709803921568627,0.185,0.021,1.33833333333333,1.06666666666667,0,1.156,NA,0,NA
"3057","MUSTARD SPINACH,(TENDERGREEN),RAW",94,16.4293892839202,0.2,0.509090909090909,0.954545454545455,0.378787878787879,0.125,0.127272727272727,0.583116883116883,0.0397727272727273,0.0515151515151515,0.170454545454545,0.925,0.051948051948052,9.84848484848485,0.206060606060606,0.248663101604278,0.154090909090909,0.0809090909090909,0.347727272727273,1.80681818181818,0,9,NA,0,NA
"3204","SPINACH,CND,REG PK,SOL&LIQUIDS",94,16.3771740284707,0.222105263157895,0.336842105263158,0.436842105263158,0.461988304093567,0.736842105263158,0.168421052631579,0.345864661654135,0.699561403508772,0.147368421052632,0.305263157894737,1.29736842105263,0.0902255639097744,1.18421052631579,0.0631578947368421,0.328173374613003,0.0713157894736842,0.02,0.210526315789474,0.763157894736842,0,6.77052631578947,NA,0,NA
"2996","DANDELION GREENS,RAW",94,16.3703428516688,0.12,0.311111111111111,0.415555555555556,0.382716049382716,0.2,0.146666666666667,0.252063492063492,0.0703703703703704,0.0607407407407407,0.19,0.38,0.0158730158730159,1.2962962962963,0.281481481481481,0.339869281045752,0.0895555555555556,0.0186666666666667,0.278888888888889,0.15,0,4.516,0.364021164021164,0,21.6222222222222
"1817","CEREALS RTE,KELLOGG,KELLOGG'S ALL-BRAN ORIGINAL",94,16.3375524500158,0.101076923076923,0.450769230769231,0.149615384615385,0.376068376068376,0.348076923076923,0.442307692307692,0.112087912087912,0.0413461538461539,0.317948717948718,0.2,1.425,0.0516483516483517,0.128205128205128,0.582051282051282,0.613122171945701,0.284615384615385,0.0407692307692308,2.30769230769231,1.25961538461538,1.20512820512821,0.134384615384615,0.0227106227106227,0.163461538461538,0.025
"3238","SWAMP CABBAGE,(SKUNK CABBAGE),RAW",93,16.325726260477,0.273684210526316,0.442105263157895,0.405263157894737,0.488304093567252,0.93421052631579,0.205263157894737,0.469172932330827,0.24780701754386,0.0631578947368421,0.0605263157894737,0.421052631578947,0.0676691729323308,4.82456140350877,0.105263157894737,0.309597523219814,0.236842105263158,0.0742105263157895,0.252631578947368,0.75,0,6.63157894736842,NA,0,NA
"2963","COLLARDS,RAW",93,16.2457113731916,0.18875,0.5,0.725,0.0815972222222222,0.2109375,0.078125,0.190178571428571,0.0221354166666667,0.04375,0.071875,1.028125,0.0580357142857143,1.83854166666667,0.1125,0.238970588235294,0.1159375,0.0834375,0.2578125,1.0078125,0,3.136875,0.336309523809524,0,17.07421875
"3603","ARUGULA,RAW",93,16.2445180900798,0.2064,0.256,0.64,0.324444444444444,0.47,0.208,0.421714285714286,0.045,0.125333333333333,0.152,0.642,0.0171428571428571,1,0.117333333333333,0.202352941176471,0.061,0.1748,0.146,0.97,0,1.8984,0.0819047619047619,0,5.43
"3612","BROCCOLI,CHINESE,COOKED",93,16.1946628976964,0.103636363636364,0.454545454545455,0.454545454545455,0.141414141414141,0.204545454545455,0.186363636363636,0.338961038961039,0.0132575757575758,0.118181818181818,0.138636363636364,0.6,0.0844155844155844,2.13636363636364,0.287878787878788,0.390374331550802,0.0993181818181818,0.0722727272727273,0.159090909090909,1.125,0,1.48909090909091,0.103896103896104,0,4.81818181818182
"3041","LETTUCE,RED LEAF,RAW",92,16.1498512235963,0.16625,0.225,0.20625,0.416666666666667,0.1875,0.175,0.333928571428571,0.0651041666666667,0.0833333333333333,0.0875,0.634375,0.133928571428571,0.385416666666667,0.266666666666667,0.283088235294118,0.1003125,0.09,0.3125,0.5625,0,9.365,0.0446428571428571,0,10.9609375
"3036","LETTUCE,COS OR ROMAINE,RAW",92,16.1271769188824,0.144705882352941,0.494117647058824,0.194117647058824,0.316993464052288,0.205882352941176,0.176470588235294,0.415126050420168,0.0196078431372549,0.0901960784313725,0.141176470588235,0.455882352941177,0.0336134453781513,0.392156862745098,0.282352941176471,0.231833910034602,0.0920588235294118,0.0835294117647059,0.217647058823529,2,0,10.2470588235294,0.0364145658263305,0,7.53676470588235
"3280","TURNIP GRNS,CND,SOL&LIQUIDS",92,16.1149213601759,0.194285714285714,0.485714285714286,0.842857142857143,0.599206349206349,0.357142857142857,0.15,0.287755102040816,0.824404761904762,0.10952380952381,0.296428571428571,0.989285714285714,0.0714285714285714,1.8452380952381,0.0571428571428571,0.264705882352941,0.129285714285714,0.0285714285714286,0.132142857142857,0.732142857142857,0,5.12285714285714,NA,0,NA
"3016","JUTE,POTHERB,RAW",92,16.0190491313382,0.273529411764706,NA,0.611764705882353,0.777777777777778,0.470588235294118,0.244117647058824,0.469747899159664,0.00980392156862745,0.154901960784314,0.375,0.180882352941176,0.0378151260504202,1.81372549019608,0.26078431372549,0.944636678200692,0.185294117647059,0.0211764705882353,0.882352941176471,0.904411764705882,0,3.27,NA,0,NA
"5278","LAMB,VAR MEATS&BY-PRODUCTS,LIVER,RAW",92,15.9926859290531,0.293237410071942,0,0.00503597122302158,0.294564348521183,0.0341726618705036,0.261870503597122,0.0643371017471737,0.0209832134292566,0.223501199040767,2.51043165467626,0.0661870503597122,0.846865364850976,0.0479616306954436,0.163069544364508,1.53618281845112,0.579496402877698,0.441007194244604,0.323741007194245,0.413669064748201,10.7973621103118,3.54129496402878,NA,NA,NA
"942","DUCK,DOMESTICATED,LIVER,RAW",91,15.9637157715793,0.275588235294118,0,0.00808823529411765,1.24714052287582,0.0441176470588235,0.197794117647059,0.0483193277310924,0.0428921568627451,0.150490196078431,2.19191176470588,0.0948529411764706,0.703781512605042,0.0551470588235294,0.275490196078431,0.385813148788927,0.238970588235294,0.454705882352941,0.279411764705882,1.35661764705882,6.61764705882353,5.86867647058824,NA,NA,NA
"3529","TARO,LEAVES,CKD,STMD,W/SALT",91,15.953213528653,0.226666666666667,0.333333333333333,0.358333333333333,0.273148148148148,0.208333333333333,0.1125,0.547619047619048,0.413194444444444,0.0583333333333333,0.291666666666667,0.772916666666667,0.0535714285714286,2.46527777777778,0.386111111111111,0.931372549019608,0.263958333333333,0.0183333333333333,0.15,0.5,0,3.53166666666667,NA,0,NA
"3422","COLLARDS,FRZ,CHOPD,CKD,BLD,DRND,W/SALT",91,15.8964860785057,0.165,0.311111111111111,0.583333333333333,0.172839506172839,0.208333333333333,0.075,0.199206349206349,0.331018518518519,0.05,0.0763888888888889,0.920833333333333,0.0595238095238095,1.22222222222222,0.087037037037037,0.187908496732026,0.0881944444444444,0.0319444444444444,0.158333333333333,0.527777777777778,0,6.385,0.165343915343915,0,21.6388888888889
"4436","ENERGY DRK,ROCKSTAR,SUGAR FREE",91,15.8870470674474,0.125,0,0.325,0.0277777777777778,0.1875,0,0.0214285714285714,0.541666666666667,0,0.0625,NA,0.0714285714285714,0,0.416666666666667,20.8382352941176,10.41625,10.4175,10.4125,0,10.4166666666667,0,0,0,0
"3505","SPINACH,CND,NO SALT,SOL&LIQUIDS",91,15.8867473069715,0.222105263157895,0.463157894736842,0.436842105263158,0.461988304093567,0.736842105263158,0.168421052631579,0.345864661654135,0.164473684210526,0.147368421052632,0.305263157894737,1.29736842105263,0.0902255639097744,1.18421052631579,0.0631578947368421,0.328173374613003,0.0713157894736842,0.02,0.210526315789474,0.763157894736842,0,6.77052631578947,NA,0,NA
"234","SPICES,BASIL,DRIED",91,15.8755826562782,0.19725321888412,0.647210300429185,0.96137339055794,2.14115402956605,0.762875536480687,0.117596566523605,0.322501532801962,0.0135908440629471,0.203147353361946,0.450643776824034,2.10300429184549,0.0183936235438381,0.00572246065808298,0.0228898426323319,0.302953799545569,0.105150214592275,0.0359656652360515,0.28755364806867,0.332618025751073,0,0.063862660944206,0.218679746576742,0,9.19796137339056
"974","TURKEY,LIVER,ALL CLASSES,RAW",91,15.854366924713,0.2853125,0,0.015625,0.388020833333333,0.046875,0.21796875,0.0477678571428571,0.0426432291666667,0.175520833333333,0.337109375,0.115625,0.766741071428571,0.319010416666667,0.107291666666667,1.03262867647059,0.4387890625,0.490625,0.40625,1.322265625,2.56901041666667,4.20328125,0.00892857142857143,0.09765625,0
"949","GOOSE,LIVER,RAW",90,15.7574095647443,0.246165413533835,0,0.0323308270676692,1.27527151211362,0.0451127819548872,0.196240601503759,0.0494092373791622,0.043859649122807,0.153884711779449,2.82781954887218,0,0.731471535982814,0.056390977443609,0.281704260651629,0.394515701017249,0.244360902255639,0.464962406015038,0.285714285714286,1.38721804511278,6.76691729323308,4.66135338345865,NA,NA,NA
